,Tweet,Treatment
938,A HUGE thank you to @CRAVEamerica for their sponsorship of the 2019 Twin Cities Race for the Cure!  We are also proud to be the April and May Crave Cares partner!  Visit any location for more details and give back to the breast cancer mission.  Together we can make a difference! pic.twitter.com/mzREDwqJht,arave
939,"This time last year my mom was fighting stage 3 breast cancer and was going through chemotherapy & radiation, 2019 we say fuck you to all of that and celebrate her 58th birthday. I love you momma and fuck cancer!!!",chemotherapy
940,"Im a breast cancer survivor and I want to start working out, but I dont find the inspiration or the strength to start.",stearate
941,"Im a breast cancer survivor and I want to start working out, but I dont find the inspiration or the strength to start.",stearate
942,"Std radiation dose for breast cancer is 40-50 Gray but for resistant #IBC they use much higher. Next week will bring me to 70 Gray over much larger than usual area. Dr & I are amazed at how well my skin is holding up. Fatigue is rough, I'm glad it almost over, but it's paying off",aredia
943,"Passion & innovation is at the heart of the work we do. Our #highschool summer interns–Khushi, Marwa, & Julia–demonstrated those qualities w their work on the Ignite Calla Project & LED light source 4 cervical & breast cancer screening . Thank you! #NationalInternDay  pic.twitter.com/A2GPaVgMrR",calan
944,"forgot i was at work and accidentally started massaging my boob at my desk.  i’m not getting breast cancer on or off the clock, the fuck.",stearate
945,A EMR country shared with me a report showing that trastuzumab a monoclonal antibody used for breast cancer treatment was the first budgetary line of the national insurance. Price paid by this country was much more higher than several European HIC. #WHA72 #transparencyresolution,trastuzumab
946,"These grants are the only way my mom can ""afford"" the $21,000 per month hormone treatments that keep her metastatic breast cancer under control. Without them, she'll suffer and die sooner rather than later. She won't be the only one. This is murder.",chemotherapy
947,"@antmiddleton Hi Ant. When I was diagnosed with breast cancer in March, you tweeted me to stay positive and keep the faith. Well I'm about to finish current treatment after surgery, chemo and radiotherapy! So THANK YOU!
#Inspiring #fearbubble #focus ",chemotherapy
948,"@antmiddleton Hi Ant. When I was diagnosed with breast cancer in March, you tweeted me to stay positive and keep the faith. Well I'm about to finish current treatment after surgery, chemo and radiotherapy! So THANK YOU!
#Inspiring #fearbubble #focus ",chemotherapy
949,"my tiddy started hurting last night
i felt a ""lump"" 
kinda worried even though nothing else is wrong
mom says its possible for me to have breast cancer 
a friend says it isnt cause im too young
idk who to believe
my mom who is a nurse or people on the internet",stearate
950,"Omg I'm so Happy for you and your Mum. Sadly this year my mum was diagnosed with breast cancer and next month will go through radiotherapy, and my grandmothers cancer came back and she had to a mastectomy. So this year is going to be a busy one.",chemotherapy
951,Great for low-impact metabolism boost. Had avoided exercise for a decade after breast cancer surgeries and recently started up on a treadmill to boost metabolism. Switched to this wonderful mini-trampoline to lower the impact on my aging bones and breast cancer scars. V pleased! pic.twitter.com/lUnLGtJgf0,stearate
952,"NZ does really suck when it comes to many advanced cancers. Pharmac have only just agreed to fund life-extending drugs for advanced breast cancer that are standard in other countries, even then we have to wait another 6 1/2 months for Ibrance to be funded.",ibrance
953,I had breast cancer too.  I also have the BRCA 1 mutation which is the reason for an increased ovarian cancer risk so when I was 35 I had my ovaries and fallopian tubes removed.,novartis
954,Here’s something to make you smile....had my last chemo today for breast cancer stage 3 and decided to bedazzle my bald head to celebrate! This too shall pass. You are not alone. Xx pic.twitter.com/SmKugXnmW6,chemotherapy
955,"While I was in the chemotherapy waiting area, a man commented, ""You look too good too be here."" Oh, ok. Let me just tell my Stage 4 breast cancer that, and I'll be all better!
#AbledsAreWeird",chemotherapy
956,"While I was in the chemotherapy waiting area, a man commented, ""You look too good too be here."" Oh, ok. Let me just tell my Stage 4 breast cancer that, and I'll be all better!
#AbledsAreWeird",aredia
957,Keep my mom in prayer she has to go through six rounds of chemo for her breast cancer and she will have surgery to remove both breast. Plus chemo after that,chemotherapy
958,Keep my mom in prayer she has to go through six rounds of chemo for her breast cancer and she will have surgery to remove both breast. Plus chemo after that,chemotherapy
959,"i gotta live with shitty ovaries and now i gotta live in fear of being at a higher risk of breast cancer when i’ve already had to deal with a benign tumour,,,,,, thanks god pic.twitter.com/TE5CzDUsut",novartis
960,"i gotta live with shitty ovaries and now i gotta live in fear of being at a higher risk of breast cancer when i’ve already had to deal with a benign tumour,,,,,, thanks god pic.twitter.com/TE5CzDUsut",femara
961,"Chemo care bags are ready to deliver to U of Penn next month for breast cancer patients in memory of my dear friend Karen Bokelman. She’s missed every day, but using my Thirty-One business to help raise funds and make donations in her name keeps her legacy alive. #RememberingKBpic.twitter.com/ly5cTeCrbH",chemotherapy
962,@kellyclarkson can we request a song for you to sing on your talk show through social media? My mom Betty Wilson survived breast cancer in 2002 and starts chemo tomorrow for stage 4 colon cancer. I was thinking “Stronger” or “Survivor” but am open to suggestions. Loving the show.,chemotherapy
963,"I have breast cancer and was allergic to chemo (Taxol) that left me with permanent nerve damage...when the doctors knew I was allergic after the first round, they gave me another round before the stoner nurse remembered that I needed an alternative...",chemotherapy
964,"I have breast cancer and was allergic to chemo (Taxol) that left me with permanent nerve damage...when the doctors knew I was allergic after the first round, they gave me another round before the stoner nurse remembered that I needed an alternative...",taxol
965,"Breast cancer is special.  All we can do is follow the protocol. Chemo is tough. My son’s complaint was that nothing tastes right. Today, that is not a problem You are not my first with breast cancer. If you prefer to go private, DM me. By the way, I don’t DM often",chemotherapy
966,Finished radiation treatments for breast cancer. They told me I am now cured and cancer free!!,radiation_treatments
967,The last we heard from her she was offscreen had it was around the time Adrienne found out she had breast cancer she got screened for the BRACA gene. We haven't heard from her since.,halaven
968,I want to focus on myself this year. I want to love myself for all my flaws. I want to love myself without replacing what breast cancer took with surgery or prosthetics. I want to love my scars and everything new about me after cancer. But i don’t know where to start or how.,stearate
969,@bigbangtheory was my chemo buddy as I was undergoing breast cancer treatments a few years ago. I’ve seen all episodes numerous times. Thank you for all the happiness and comfort you brought me. Will continue watching reruns for as long as they air. Much love ,chemotherapy
970,@bigbangtheory was my chemo buddy as I was undergoing breast cancer treatments a few years ago. I’ve seen all episodes numerous times. Thank you for all the happiness and comfort you brought me. Will continue watching reruns for as long as they air. Much love ,chemotherapy
